#[s2-1]:LP1709-192-1ul-4-POS--05%-1.raw
#[s2-2]:LP1709-192-1ul-4-POS--05%-2.raw
#[s2-3]:LP1709-192-1ul-4-POS--05%-3.raw
#[s1-1]:LP1709-192-1ul-4-POS--CK1.raw
#[s1-2]:LP1709-192-1ul-4-POS--CK2.raw
#[s1-3]:LP1709-192-1ul-4-POS--CK3.raw
#[c-1]:QC1-1ul-4-POS--CK2.raw
#[c-2]:QC2-1ul-4-POS--CK2.raw
#normalize base:
#control group:c
#toprank filter:true
#mScoreThreshold:5.0
#cScoreThreshold:2.0

LipidIon	Class	FattyAcid	FA1	FA2	FA3	CalcMz	IonFormula	ARatio[s1/c]	ARatio[s2/c]	HRatio[s1/c]	HRatio[s2/c]	ADiff[s1/c]	ADiff[s2/c]	HDiff[s1/c]	HDiff[s2/c]	GroupArea[c]	GroupArea[s1]	GroupArea[s2]	GroupHeight[c]	GroupHeight[s1]	GroupHeight[s2]	GroupTopPos[c]	GroupTopPos[s1]	GroupTopPos[s2]	Area[s2-1]	Area[s2-2]	Area[s2-3]	Area[s1-1]	Area[s1-2]	Area[s1-3]	Area[c-1]	Area[c-2]	Height[s2-1]	Height[s2-2]	Height[s2-3]	Height[s1-1]	Height[s1-2]	Height[s1-3]	Height[c-1]	Height[c-2]	NormArea[s2-1]	NormArea[s2-2]	NormArea[s2-3]	NormArea[s1-1]	NormArea[s1-2]	NormArea[s1-3]	NormArea[c-1]	NormArea[c-2]	NormHeight[s2-1]	NormHeight[s2-2]	NormHeight[s2-3]	NormHeight[s1-1]	NormHeight[s1-2]	NormHeight[s1-3]	NormHeight[c-1]	NormHeight[c-2]	TopPos[s2-1]	TopPos[s2-2]	TopPos[s2-3]	TopPos[s1-1]	TopPos[s1-2]	TopPos[s1-3]	TopPos[c-1]	TopPos[c-2]	Hwhm(L)[s2-1]	Hwhm(L)[s2-2]	Hwhm(L)[s2-3]	Hwhm(L)[s1-1]	Hwhm(L)[s1-2]	Hwhm(L)[s1-3]	Hwhm(L)[c-1]	Hwhm(L)[c-2]	Hwhm(R)[s2-1]	Hwhm(R)[s2-2]	Hwhm(R)[s2-3]	Hwhm(R)[s1-1]	Hwhm(R)[s1-2]	Hwhm(R)[s1-3]	Hwhm(R)[c-1]	Hwhm(R)[c-2]	AreaScore[s2-1]	AreaScore[s2-2]	AreaScore[s2-3]	AreaScore[s1-1]	AreaScore[s1-2]	AreaScore[s1-3]	AreaScore[c-1]	AreaScore[c-2]	DataId[s2-1]	DataId[s2-2]	DataId[s2-3]	DataId[s1-1]	DataId[s1-2]	DataId[s1-3]	DataId[c-1]	DataId[c-2]	Scan[s2-1]	Scan[s2-2]	Scan[s2-3]	Scan[s1-1]	Scan[s1-2]	Scan[s1-3]	Scan[c-1]	Scan[c-2]	ObsMz[s2-1]	ObsMz[s2-2]	ObsMz[s2-3]	ObsMz[s1-1]	ObsMz[s1-2]	ObsMz[s1-3]	ObsMz[c-1]	ObsMz[c-2]	Rt[s2-1]	Rt[s2-2]	Rt[s2-3]	Rt[s1-1]	Rt[s1-2]	Rt[s1-3]	Rt[c-1]	Rt[c-2]	It.[s2-1]	It.[s2-2]	It.[s2-3]	It.[s1-1]	It.[s1-2]	It.[s1-3]	It.[c-1]	It.[c-2]	z[s2-1]	z[s2-2]	z[s2-3]	z[s1-1]	z[s1-2]	z[s1-3]	z[c-1]	z[c-2]	Delta(Da)[s2-1]	Delta(Da)[s2-2]	Delta(Da)[s2-3]	Delta(Da)[s1-1]	Delta(Da)[s1-2]	Delta(Da)[s1-3]	Delta(Da)[c-1]	Delta(Da)[c-2]	Delta(ppm)[s2-1]	Delta(ppm)[s2-2]	Delta(ppm)[s2-3]	Delta(ppm)[s1-1]	Delta(ppm)[s1-2]	Delta(ppm)[s1-3]	Delta(ppm)[c-1]	Delta(ppm)[c-2]	mScore[s2-1]	mScore[s2-2]	mScore[s2-3]	mScore[s1-1]	mScore[s1-2]	mScore[s1-3]	mScore[c-1]	mScore[c-2]	tScore[s2-1]	tScore[s2-2]	tScore[s2-3]	tScore[s1-1]	tScore[s1-2]	tScore[s1-3]	tScore[c-1]	tScore[c-2]	
PE(8:0p/8:0)+H	PE	(8:0p/8:0)	(8:0p)	(8:0)		452.27716847000005	C21 H43 O7 N1 P1	1.3040298283070204	0.923877872823829	1.2779430941125167	0.9161332271403312	3300478.6180000007	-826364.4869999997	210997.31299999997	-63666.49899999995	1.0855772397E7	1.4156251015E7	1.002940791E7	759138.534	970135.847	695472.035	2.0963315568986163	2.0963315568986163	2.0963315568986163	1.002940791E7	9069920.749	9369694.669	1.4156251015E7	1.0761094316E7	1.2788249053E7	1.0167024033E7	1.0855772397E7	695472.035	594903.622	622009.961	970135.847	650386.112	846517.298	709504.202	759138.534	1.002940791E7	9069920.749	9369694.669	1.4156251015E7	1.0761094316E7	1.2788249053E7	1.0167024033E7	1.0855772397E7	695472.035	594903.622	622009.961	970135.847	650386.112	846517.298	709504.202	759138.534	2.097	2.11	2.082	2.099	2.099	2.085	2.096	2.104	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	952	957	945	958	940	955	859	893	MS2	MS2	MS2	MS2	MS2	MS2	MS2	MS2	452.275244	452.275304	452.275321	452.275276	452.275515	452.275579	452.275794	452.275432	2.0963315568986163	2.0963315568986163	2.0963315568986163	2.0963315568986163	2.0963315568986163	2.0963315568986163	2.0963315568986163	2.0963315568986163	692268.875	551992.0625	581845.1875	876337.25	608183.4375	820063.9375	260587.6875	442977.125	1	1	1	1	1	1	1	1	-0.0019244700000626835	-0.0018644700000436387	-0.0018474700000297162	-0.001892470000029789	-0.0016534700000647717	-0.001589470000055826	-0.0013744700000302146	-0.0017364700000257471	-4.255080709266639	-4.122417744865046	-4.084829911331742	-4.18432712382189	-3.6558865997892793	-3.514379608617292	-3.039004853407835	-3.8394035385006813	31.614172417470577	28.997264646912196	22.472698731327586	34.32823188790257	28.396252098645096	34.777655830488854	22.629699645367708	20.4742312635016	0.35957434596584825	0.5234526753597843	0.45790972044163647	0.24048725680854277	0.5455442056586883	0.3959246392766822	0.9817365630676116	0.4491680347249811	
PE(8:0e/9:0)+H	PE	(8:0e/9:0)	(8:0e)	(9:0)		468.30846847000004	C22 H47 O7 N1 P1	1.8087934932283942	1.912751736104714	1.2812057150371003	0.9942849207546661	1931595.4309999999	2179872.9809999997	66723.31099999999	-1356.0499999999884	2388243.04	4319838.471	4568116.021	237275.8	303999.111	235919.75	3.4904836705363316	3.4904836705363316	3.4904836705363316	4568116.021	2125131.392	2332386.691	3372029.132	4319838.471	2804447.055	2388243.04	2357419.853	235919.75	228348.676	219379.19	303999.111	210787.45	278827.267	208691.887	237275.8	4568116.021	2125131.392	2332386.691	3372029.132	4319838.471	2804447.055	2388243.04	2357419.853	235919.75	228348.676	219379.19	303999.111	210787.45	278827.267	208691.887	237275.8	3.48	3.473	3.493	3.478	3.481	3.511	3.452	3.523	0.188	0.0	0.0	0.0	0.158	0.0	0.0	0.0	0.116	0.0	0.0	0.0	0.163	0.0	0.0	0.0	0.81	1.0	1.0	1.0	0.83	1.0	1.0	1.0	1581		1641	1578	1641			1584	MS2		MS2	MS2	MS2			MS2	468.30721		468.307889	468.307937	468.308246			468.30794	3.4904836705363316		3.4904836705363316	3.4904836705363316	3.4904836705363316			3.4904836705363316	212451.734375		193739.484375	227222.46875	201581.171875			180253.375	1	1	1	1	1	1	1	1	-0.0012584700000388693		-5.79470000047877E-4	-5.314700000553785E-4	-2.2247000003972062E-4			-5.284700000629527E-4	-2.6872713020795516		-1.2373682675976898	-1.1348715995480982	-0.4750498018364016			-1.1284655585078056	13.129870302928397		9.790052323677026	11.219673995768478	9.149117493071108			13.226518427855542	0.1773774572655653		0.26584804764324765	0.30753374459433447	0.2145372117784894			0.27490374762139513	
PE(8:0e/9:0)+H	PE	(8:0e/9:0)	(8:0e)	(9:0)		468.30846847000004	C22 H47 O7 N1 P1	1.1943187085158804	1.227058247226218	1.1712462910977814	0.8999933603460052	2138809.3510000017	2499163.905000001	152053.48199999996	-88798.17300000007	1.1006708347E7	1.3145517698E7	1.3505872252E7	887922.775	1039976.257	799124.602	3.8445156592070364	3.8445156592070364	3.8445156592070364	1.3505872252E7	9491141.401	9618616.309	1.2388954087E7	1.3145517698E7	1.2145369819E7	1.004049483E7	1.1006708347E7	769788.761	799124.602	789434.191	1039976.257	717530.442	963311.825	789256.36	887922.775	1.3505872252E7	9491141.401	9618616.309	1.2388954087E7	1.3145517698E7	1.2145369819E7	1.004049483E7	1.1006708347E7	769788.761	799124.602	789434.191	1039976.257	717530.442	963311.825	789256.36	887922.775	3.834	3.855	3.844	3.842	3.84	3.838	3.855	3.849	0.158	0.0	0.0	0.0	0.157	0.0	0.0	0.0	0.117	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.81	1.0	1.0	1.0	0.83	1.0	1.0	1.0	1770	1766	1772	1771	1764	1717	1705	1773	MS2	MS2	MS2	MS2	MS2	MS2	MS2	MS2	468.308121	468.307961	468.30798	468.308283	468.308192	468.308151	468.308369	468.308099	3.8445156592070364	3.8445156592070364	3.8445156592070364	3.8445156592070364	3.8445156592070364	3.8445156592070364	3.8445156592070364	3.8445156592070364	637865.25	648072.1875	694604.875	815700.25	634772.5	218632.25	297217.84375	753776.4375	1	1	1	1	1	1	1	1	-3.4747000000834305E-4	-5.074700000591292E-4	-4.884700000502562E-4	-1.854700000194498E-4	-2.7647000001707056E-4	-3.1747000002724235E-4	-9.947000000920525E-5	-3.694700000096418E-4	-0.7419678998406499	-1.0836232734024673	-1.043051685570498	-0.3960420720948299	-0.5903584026729474	-0.6779075433487759	-0.21240253235799886	-0.788945499850018	17.214020278076553	23.333626944798894	19.992305646008045	16.981503491553212	22.789737499955244	16.35706594198184	9.278052363106669	25.630234949817794	0.5991774572655655	0.42909246258471034	0.5513110476432472	0.7350657445943343	0.4839202117784893	0.4259155692743555	0.08345097155163828	0.6955427476213951	
PE(8:0e/10:0)+H	PE	(8:0e/10:0)	(8:0e)	(10:0)		482.3241184700001	C23 H49 O7 N1 P1	1.1969984082462128	1.0114360827426718	1.2638943447105373	0.9613663078206195	3.1312049659999996E7	1817716.1629999876	1820767.3910000008	-266557.31099999975	1.58945698794E8	1.90257748454E8	1.60763414957E8	6899607.466	8720374.857	6633050.155	4.516384668931601	4.516384668931601	4.516384668931601	1.60763414957E8	1.30162497954E8	1.34064596318E8	1.69662229206E8	1.44331190183E8	1.90257748454E8	1.58945698794E8	1.53726356701E8	6633050.155	6010521.229	5997824.071	8720374.857	6634526.948	7897894.706	6425137.576	6899607.466	1.60763414957E8	1.30162497954E8	1.34064596318E8	1.69662229206E8	1.44331190183E8	1.90257748454E8	1.58945698794E8	1.53726356701E8	6633050.155	6010521.229	5997824.071	8720374.857	6634526.948	7897894.706	6425137.576	6899607.466	4.516	4.516	4.516	4.511	4.515	4.513	4.519	4.527	0.185	0.158	0.163	0.152	0.166	0.184	0.189	0.17	0.195	0.181	0.187	0.152	0.175	0.194	0.199	0.179	0.8	0.83	0.82	0.83	0.81	0.82	0.8	0.81	2064	2063	2054	2064	2057	2072	2110	2060	MS2	MS2	MS2	MS2	MS2	MS2	MS2	MS2	482.323791	482.32353	482.32357	482.324079	482.323832	482.32387	482.323551	482.323796	4.516384668931601	4.516384668931601	4.516384668931601	4.516384668931601	4.516384668931601	4.516384668931601	4.516384668931601	4.516384668931601	5596113.5	5266425.5	5069819.0	7260719.5	5822405.0	6565060.0	5399653.0	5858431.5	1	1	1	1	1	1	1	1	-3.274700000588382E-4	-5.884700000819976E-4	-5.48470000069301E-4	-3.947000010384727E-5	-2.864700001055098E-4	-2.4847000008776376E-4	-5.67470000078174E-4	-3.22470000071462E-4	-0.678941478213479	-1.2200717863298534	-1.1371399003244886	-0.08183285250428621	-0.5939363873555874	-0.5151511939723807	-1.1765325444678056	-0.6685750029592478	35.05224291297238	43.56261746673668	43.853706179864446	44.05247381129193	44.2713137880483	43.62605895032911	35.77380965470363	43.65042177875071	0.8817677705957374	0.7325783107895871	0.8260018753178979	1.0297283528480188	0.808738714788451	0.8355452846849882	0.6380576358452097	0.9749233986048678	
PE(8:0e/10:0)+H	PE	(8:0e/10:0)	(8:0e)	(10:0)		482.3241184700001	C23 H49 O7 N1 P1	1.0857330253873159	0.945485141495633	1.1266068978347477	0.940409803872753	1.2937540620900011E8	-8.226563721000004E7	1.2372086366999999E7	-5823182.351999998	1.50904981627E9	1.638425222479E9	1.42678417906E9	9.7720476361E7	1.10092562728E8	9.1897294009E7	4.969837308708772	4.969837308708772	4.969837308708772	1.42678417906E9	1.333582096739E9	1.353628559329E9	1.638425222479E9	1.436877149921E9	1.628170446138E9	1.408527980392E9	1.50904981627E9	9.1897294009E7	8.7359652197E7	8.5348767734E7	1.10092562728E8	9.0726343768E7	1.07332042116E8	8.6125001937E7	9.7720476361E7	1.42678417906E9	1.333582096739E9	1.353628559329E9	1.638425222479E9	1.436877149921E9	1.628170446138E9	1.408527980392E9	1.50904981627E9	9.1897294009E7	8.7359652197E7	8.5348767734E7	1.10092562728E8	9.0726343768E7	1.07332042116E8	8.6125001937E7	9.7720476361E7	4.966	4.967	4.966	4.968	4.974	4.971	4.969	4.977	0.159	0.147	0.153	0.149	0.16	0.156	0.168	0.159	0.084	0.092	0.095	0.084	0.088	0.082	0.088	0.083	0.8	0.83	0.82	0.83	0.81	0.82	0.8	0.81	2311	2257	2246	2313	2313	2265	2244	2252	MS2	MS2	MS2	MS2	MS2	MS2	MS2	MS2	482.322336	482.322649	482.322309	482.322469	482.322852	482.322738	482.322978	482.322767	4.969837308708772	4.969837308708772	4.969837308708772	4.969837308708772	4.969837308708772	4.969837308708772	4.969837308708772	4.969837308708772	9.6967648E7	7.070028E7	6.9911552E7	1.13779232E8	9.4200288E7	8.6848304E7	6.788996E7	7.8776704E7	1	1	1	1	1	1	1	1	-0.0017824700000801386	-0.0014694700000745797	-0.0018094700000688135	-0.0016494700000748708	-0.0012664700000755147	-0.0013804700000719095	-0.001140470000109417	-0.001351470000088284	-3.695594916291538	-3.046650062862009	-3.751574224234783	-3.4198450833258756	-2.6257693462184437	-2.8621259612064067	-2.36453321759846	-2.8020001450753504	42.73354416019367	35.638040578336906	36.27375020374971	35.462305523500554	34.535018169737874	35.82428576363089	34.95950529629896	43.1141506572025	1.4053037705957374	1.1475763107895869	1.2403758753178984	1.5534043528480188	1.3542827147884506	1.2497442846849882	0.9204436358452095	1.3904523986048671	
PE(8:0p/10:0)+H	PE	(8:0p/10:0)	(8:0p)	(10:0)		480.30846847000004	C23 H47 O7 N1 P1	0.23550195977609487	0.850067247861489	0.18158376579016997	0.8630634987359032	-5.506369387819989E7	-1.079904817499993E7	-1.6307506537E7	-2728554.0	7.202594510519989E7	1.6962251227E7	6.122689693019996E7	1.9925688E7	3618181.463	1.7197134E7	2.834278882400546	2.834278882400546	2.834278882400546	1.6816488669E7	6.122689693019996E7	1.2912127724E7	1.6962251227E7	1.6448876787E7	1.6563300413E7	1.8582705319E7	7.202594510519989E7	1943607.919	1.7197134E7	2078833.52	3618181.463	2044576.247	2698284.015	1870604.004	1.9925688E7	1.6816488669E7	6.122689693019996E7	1.2912127724E7	1.6962251227E7	1.6448876787E7	1.6563300413E7	1.8582705319E7	7.202594510519989E7	1943607.919	1.7197134E7	2078833.52	3618181.463	2044576.247	2698284.015	1870604.004	1.9925688E7	2.828	3.077	2.846	2.835	2.842	2.828	2.827	3.074	0.066	0.0	0.0	0.0	0.063	0.0	0.074	0.0	0.069	0.0	0.0	0.0	0.063	0.0	0.081	0.0	0.72	1.0	1.0	1.0	0.77	1.0	0.81	1.0	1357		1335	1292	1349	1299	1391		MS2		MS2	MS2	MS2	MS2	MS2		480.306776		480.30691	480.307158	480.306479	480.306946	480.307176		2.834278882400546		2.834278882400546	2.834278882400546	2.834278882400546	2.834278882400546	2.834278882400546		2063506.625		1593446.5	1363877.0	1831214.75	1876161.75	4472339.5		1	1	1	1	1	1	1	1	-0.0016924700000231496		-0.0015584700000204066	-0.0013104700000212688	-0.001989470000012261	-0.0015224700000544544	-0.001292470000009871		-3.523723069764342		-3.2447341225767463	-2.728396780240745	-4.142079723969891	-3.169781894709455	-2.69092070354397		47.19237643083505		37.385222410677144	36.68903089882977	36.419640063439964	36.483838364966445	53.083900614465854		0.1708887028579973		0.26168406839318115	0.1490090989496755	0.2981087867989425	0.3152615055494308	0.4810346671732395		
PE(8:0p/10:0)+H	PE	(8:0p/10:0)	(8:0p)	(10:0)		480.30846847000004	C23 H47 O7 N1 P1	0.9765452391199396	0.8677991222286193	1.2456841528002236	0.8744490275439327	-1.3297990236999989E7	-7.4953054986E7	7264965.890000001	-3712585.9439999983	5.66963368546E8	5.53665378309E8	4.9201031356E8	2.9570347974E7	3.6835313864E7	2.585776203E7	3.2042829796860564	3.2042829796860564	3.2042829796860564	4.9201031356E8	3.63315787461E8	3.12836906151E8	4.62918455375E8	5.53665378309E8	4.47857115648E8	5.66963368546E8	4.41921875394E8	2.585776203E7	2.5024436601E7	2.5200083568E7	3.6835313864E7	2.7046084548E7	3.4365149553E7	2.7916265886E7	2.9570347974E7	4.9201031356E8	3.63315787461E8	3.12836906151E8	4.62918455375E8	5.53665378309E8	4.47857115648E8	5.66963368546E8	4.41921875394E8	2.585776203E7	2.5024436601E7	2.5200083568E7	3.6835313864E7	2.7046084548E7	3.4365149553E7	2.7916265886E7	2.9570347974E7	3.169	3.231	3.227	3.214	3.171	3.222	3.165	3.228	0.132	0.0	0.0	0.0	0.13	0.0	0.125	0.0	0.167	0.0	0.0	0.0	0.19	0.0	0.193	0.0	0.72	1.0	1.0	1.0	0.77	1.0	0.81	1.0	1482	1478	1469	1493	1473	1499	1515	1484	MS2	MS2	MS2	MS2	MS2	MS2	MS2	MS2	480.307455	480.30737	480.30743	480.307822	480.307373	480.307584	480.307727	480.307472	3.2042829796860564	3.2042829796860564	3.2042829796860564	3.2042829796860564	3.2042829796860564	3.2042829796860564	3.2042829796860564	3.2042829796860564	2.094638E7	1.9550514E7	1.8115108E7	2.9928428E7	2.1120972E7	2.762924E7	2.7129978E7	2.541595E7	1	1	1	1	1	1	1	1	-0.0010134700000321573	-0.0010984700000449266	-0.0010384700000258817	-6.464700000492485E-4	-0.0010954700000525008	-8.844700000167904E-4	-7.414700000367702E-4	-9.964700000182347E-4	-2.1100418743466887	-2.2870120555306155	-2.162091921113109	-1.345947811269448	-2.2807660480862544	-1.8414637190461198	-1.5437377155715029	-2.0746478456026436	35.5940985851408	34.646736371696875	36.53314886950085	36.52310106856173	43.961057075877136	36.59185727608074	36.60080582542921	42.38607639179742	0.08212429714200287	0.08952198897035402	0.012363931606818923	0.23358590105032428	0.044593786798942325	0.0669464944505691	0.22137966717323954	0.17246881318495166	
PE(8:0e/10:2)+H	PE	(8:0e/10:2)	(8:0e)	(10:2)		478.2928184700001	C23 H45 O7 N1 P1	1.4063431553225543	0.9230403742038026	1.2983655744451812	0.983302210141575	1.9835109064999998E7	-3756683.362999998	1511103.244	-84567.6799999997	4.8813690609E7	6.8648799674E7	4.5057007246E7	5064603.203	6575706.447	4980035.523	2.1545909306984505	2.1545909306984505	2.1545909306984505	4.5057007246E7	2.9825371433E7	4.324278928E7	6.8648799674E7	3.6847327263E7	3.7277078706E7	4.8813690609E7	3.3608367058E7	4908802.18	4980035.523	4506979.013	6575706.447	4945731.757	5743403.565	4011721.724	5064603.203	4.5057007246E7	2.9825371433E7	4.324278928E7	6.8648799674E7	3.6847327263E7	3.7277078706E7	4.8813690609E7	3.3608367058E7	4908802.18	4980035.523	4506979.013	6575706.447	4945731.757	5743403.565	4011721.724	5064603.203	2.161	2.167	2.158	2.168	2.151	2.154	2.139	2.17	0.098	0.0	0.092	0.111	0.0	0.0	0.127	0.0	0.046	0.0	0.058	0.052	0.0	0.0	0.064	0.0	0.77	1.0	0.81	0.69	1.0	1.0	0.82	1.0	1003	1001	986	1000	1001	987	987	970	MS2	MS2	MS2	MS2	MS2	MS2	MS2	MS2	478.291512	478.291602	478.291723	478.291577	478.291748	478.291881	478.292102	478.291509	2.1545909306984505	2.1545909306984505	2.1545909306984505	2.1545909306984505	2.1545909306984505	2.1545909306984505	2.1545909306984505	2.1545909306984505	4093270.75	3845003.5	3954506.75	5708102.0	3553634.5	5664237.0	3401747.75	4647623.5	1	1	1	1	1	1	1	1	-0.0013064700000882112	-0.0012164700000880657	-0.0010954700001093443	-0.0012414700000817902	-0.0010704700001156198	-9.37470000110352E-4	-7.164700000998891E-4	-0.001309470000080637	-2.731531856582565	-2.543361831759279	-2.2903777989242147	-2.5956312759824463	-2.2381083866118185	-1.9600352048882907	-1.497974094533886	-2.737804191947099	39.09680622430401	38.98126615770375	38.04424437130885	38.50028938014489	38.04639192481525	39.906390797439556	39.06558394947124	39.165052904349274	0.4448283838256901	0.6267638777049784	0.554263383878884	0.33533726143849796	0.6010587313430209	0.5210480310781254	0.8873245798128773	0.46495446120826456	
PE(8:0e/10:3)+H	PE	(8:0e/10:3)	(8:0e)	(10:3)		476.27716847000005	C23 H43 O7 N1 P1	1.1972400239426382	1.0116479824598907	1.212133936042329	1.0167638223067819	582500.452	34399.48400000017	46924.76699999999	3708.216000000015	2953256.851	3535757.303	2987656.335	221203.49	268128.257	224911.706	1.8266482169938978	1.8266482169938978	1.8266482169938978	2987656.335	2838476.41	2484134.334	3535757.303	2780630.608	3117893.011	2391972.715	2953256.851	224911.706	205869.788	192420.52	268128.257	215914.592	242468.369	202551.35	221203.49	2987656.335	2838476.41	2484134.334	3535757.303	2780630.608	3117893.011	2391972.715	2953256.851	224911.706	205869.788	192420.52	268128.257	215914.592	242468.369	202551.35	221203.49	1.826	1.833	1.824	1.82	1.831	1.834	1.831	1.826	0.107	0.114	0.097	0.103	0.103	0.105	0.089	0.099	0.101	0.102	0.105	0.104	0.099	0.096	0.096	0.11	0.79	0.81	0.78	0.77	0.82	0.77	0.74	0.77				829		844						MS2		MS2						476.276265		476.276014						1.8266482169938978		1.8266482169938978						267190.46875		241623.46875			1	1	1	1	1	1	1	1				-9.034700000256635E-4		-0.0011544700000740704						-1.8969430683166253		-2.4239487955096513						7.658319672138512		7.248039844125908						0.34551941891318494		0.4487767639958591			
PE(8:0e/10:3)+H	PE	(8:0e/10:3)	(8:0e)	(10:3)		476.27716847000005	C23 H43 O7 N1 P1	1.0496789008488927	0.5285352602041943	1.4519144790664635	0.8406501612075427	246425.3200000003	-2338635.6659999997	143068.81300000002	-50447.581000000006	4960361.759	5206787.079	2621726.093	316583.822	459652.635	266136.241	2.6015590718532238	2.6015590718532238	2.6015590718532238	2621726.093	2263604.776	1688804.393	2959577.154	3286579.087	5206787.079	4960361.759	1810071.272	220817.284	232633.48	266136.241	459652.635	346849.646	313342.193	316583.822	276673.475	2621726.093	2263604.776	1688804.393	2959577.154	3286579.087	5206787.079	4960361.759	1810071.272	220817.284	232633.48	266136.241	459652.635	346849.646	313342.193	316583.822	276673.475	2.616	2.622	2.604	2.62	2.611	2.604	2.583	2.62	0.092	0.072	0.0	0.0	0.069	0.127	0.125	0.0	0.094	0.081	0.0	0.0	0.08	0.134	0.121	0.0	0.83	0.82	1.0	1.0	0.87	0.83	0.89	1.0				1179	1289		1350					MS2	MS2		MS2					476.273784	476.273546		476.273597					2.6015590718532238	2.6015590718532238		2.6015590718532238					328281.40625	566265.625		1692099.375		1	1	1	1	1	1	1	1				-0.00338447000007136	-0.003622470000038902		-0.003571470000053978					-7.106135621654935	-7.605851423881561		-7.498769424234923					5.813636259230154	7.913560326803566		15.474734252769089					0.39312558108681506	0.34475533327825136		0.18416920390266744		
PE(8:0e/10:3)+H	PE	(8:0e/10:3)	(8:0e)	(10:3)		476.27716847000005	C23 H43 O7 N1 P1	1.1116759564669807	0.9594203423637478	1.1116911425013114	1.0183691466478806	5155195.435000002	-1873241.7650000006	464198.5700000003	76343.84800000023	4.6162088941E7	5.1317284376E7	4.4288847176E7	4156091.16	4620289.73	4232435.008	3.006841639117399	3.006841639117399	3.006841639117399	4.4288847176E7	3.9742634721E7	4.2467767557E7	4.8859117101E7	4.3615828574E7	5.1317284376E7	3.1392405909E7	4.6162088941E7	4232435.008	3700461.395	3947392.15	4602364.775	3570786.107	4620289.73	3731794.01	4156091.16	4.4288847176E7	3.9742634721E7	4.2467767557E7	4.8859117101E7	4.3615828574E7	5.1317284376E7	3.1392405909E7	4.6162088941E7	4232435.008	3700461.395	3947392.15	4602364.775	3570786.107	4620289.73	3731794.01	4156091.16	3.005	3.005	3.01	3.022	3.005	2.992	3.002	3.013	0.0	0.107	0.0	0.0	0.121	0.0	0.057	0.0	0.0	0.062	0.0	0.0	0.07	0.0	0.075	0.0	1.0	0.84	1.0	1.0	0.87	1.0	0.89	1.0	1289	1439	1274	1380	1433	1439	1424	1291	MS2	MS2	MS2	MS2	MS2	MS2	MS2	MS2	476.273476	476.273379	476.273464	476.273425	476.273362	476.273492	476.273577	476.273696	3.006841639117399	3.006841639117399	3.006841639117399	3.006841639117399	3.006841639117399	3.006841639117399	3.006841639117399	3.006841639117399	316271.34375	1706498.0	295700.875	2717389.75	1845352.75	2826852.0	2547842.75	302662.25	1	1	1	1	1	1	1	1	-0.0036924700000326993	-0.003789470000072015	-0.0037044700000592456	-0.003743470000074467	-0.003806470000029094	-0.0036764700000730954	-0.003591470000060326	-0.003472470000076555	-7.752826754884496	-7.956492642216532	-7.778022530309492	-7.859908809060022	-7.992186672146779	-7.719232389785305	-7.540762362565302	-7.290904431549265	5.64322291650471	9.639923367288588	12.518739337989288	25.599784454538344	9.170352971826363	10.477612209959286	10.292671611879914	12.798161250891788	0.5080527012262666	0.6148164813756241	0.4007394121259491	0.7592775810868151	0.6160513332782513	0.7395572360041407	0.3285532039026675	0.5504829389494645	
