#[s2-1]:LP1709-192-1ul-4-POS--05%-1.raw
#[s2-2]:LP1709-192-1ul-4-POS--05%-2.raw
#[s2-3]:LP1709-192-1ul-4-POS--05%-3.raw
#[s1-1]:LP1709-192-1ul-4-POS--CK1.raw
#[s1-2]:LP1709-192-1ul-4-POS--CK2.raw
#[s1-3]:LP1709-192-1ul-4-POS--CK3.raw
#[c-1]:QC1-1ul-4-POS--CK2.raw
#[c-2]:QC2-1ul-4-POS--CK2.raw
#normalize base:
#control group:c
#toprank filter:true
#mScoreThreshold:5.0
#cScoreThreshold:2.0

LipidIon	Class	FattyAcid	FA1	FA2	FA3	CalcMz	IonFormula	ARatio[s1/c]	ARatio[s2/c]	HRatio[s1/c]	HRatio[s2/c]	ADiff[s1/c]	ADiff[s2/c]	HDiff[s1/c]	HDiff[s2/c]	GroupArea[c]	GroupArea[s1]	GroupArea[s2]	GroupHeight[c]	GroupHeight[s1]	GroupHeight[s2]	GroupTopPos[c]	GroupTopPos[s1]	GroupTopPos[s2]	Area[s2-1]	Area[s2-2]	Area[s2-3]	Area[s1-1]	Area[s1-2]	Area[s1-3]	Area[c-1]	Area[c-2]	Height[s2-1]	Height[s2-2]	Height[s2-3]	Height[s1-1]	Height[s1-2]	Height[s1-3]	Height[c-1]	Height[c-2]	NormArea[s2-1]	NormArea[s2-2]	NormArea[s2-3]	NormArea[s1-1]	NormArea[s1-2]	NormArea[s1-3]	NormArea[c-1]	NormArea[c-2]	NormHeight[s2-1]	NormHeight[s2-2]	NormHeight[s2-3]	NormHeight[s1-1]	NormHeight[s1-2]	NormHeight[s1-3]	NormHeight[c-1]	NormHeight[c-2]	TopPos[s2-1]	TopPos[s2-2]	TopPos[s2-3]	TopPos[s1-1]	TopPos[s1-2]	TopPos[s1-3]	TopPos[c-1]	TopPos[c-2]	Hwhm(L)[s2-1]	Hwhm(L)[s2-2]	Hwhm(L)[s2-3]	Hwhm(L)[s1-1]	Hwhm(L)[s1-2]	Hwhm(L)[s1-3]	Hwhm(L)[c-1]	Hwhm(L)[c-2]	Hwhm(R)[s2-1]	Hwhm(R)[s2-2]	Hwhm(R)[s2-3]	Hwhm(R)[s1-1]	Hwhm(R)[s1-2]	Hwhm(R)[s1-3]	Hwhm(R)[c-1]	Hwhm(R)[c-2]	AreaScore[s2-1]	AreaScore[s2-2]	AreaScore[s2-3]	AreaScore[s1-1]	AreaScore[s1-2]	AreaScore[s1-3]	AreaScore[c-1]	AreaScore[c-2]	DataId[s2-1]	DataId[s2-2]	DataId[s2-3]	DataId[s1-1]	DataId[s1-2]	DataId[s1-3]	DataId[c-1]	DataId[c-2]	Scan[s2-1]	Scan[s2-2]	Scan[s2-3]	Scan[s1-1]	Scan[s1-2]	Scan[s1-3]	Scan[c-1]	Scan[c-2]	ObsMz[s2-1]	ObsMz[s2-2]	ObsMz[s2-3]	ObsMz[s1-1]	ObsMz[s1-2]	ObsMz[s1-3]	ObsMz[c-1]	ObsMz[c-2]	Rt[s2-1]	Rt[s2-2]	Rt[s2-3]	Rt[s1-1]	Rt[s1-2]	Rt[s1-3]	Rt[c-1]	Rt[c-2]	It.[s2-1]	It.[s2-2]	It.[s2-3]	It.[s1-1]	It.[s1-2]	It.[s1-3]	It.[c-1]	It.[c-2]	z[s2-1]	z[s2-2]	z[s2-3]	z[s1-1]	z[s1-2]	z[s1-3]	z[c-1]	z[c-2]	Delta(Da)[s2-1]	Delta(Da)[s2-2]	Delta(Da)[s2-3]	Delta(Da)[s1-1]	Delta(Da)[s1-2]	Delta(Da)[s1-3]	Delta(Da)[c-1]	Delta(Da)[c-2]	Delta(ppm)[s2-1]	Delta(ppm)[s2-2]	Delta(ppm)[s2-3]	Delta(ppm)[s1-1]	Delta(ppm)[s1-2]	Delta(ppm)[s1-3]	Delta(ppm)[c-1]	Delta(ppm)[c-2]	mScore[s2-1]	mScore[s2-2]	mScore[s2-3]	mScore[s1-1]	mScore[s1-2]	mScore[s1-3]	mScore[c-1]	mScore[c-2]	tScore[s2-1]	tScore[s2-2]	tScore[s2-3]	tScore[s1-1]	tScore[s1-2]	tScore[s1-3]	tScore[c-1]	tScore[c-2]	
PE(8:0p/12:0)+H	PE	(8:0p/12:0)	(8:0p)	(12:0)		508.33976847	C25 H51 O7 N1 P1	1.1385493735378278	0.8474248269774207	1.128559882414795	0.8502890976604239	1775316.5759999994	-1955037.5930000003	113984.59999999998	-132737.65500000003	1.2813602333E7	1.4588918909E7	1.085856474E7	886626.511	1000611.111	753888.856	5.192073094076384	5.192073094076384	5.192073094076384	1.085856474E7	9016422.776	9833822.72	1.4588918909E7	1.2066173861E7	1.4304728847E7	1.1741604292E7	1.2813602333E7	753888.856	683480.837	699149.728	1000611.111	836696.496	985364.698	822159.65	886626.511	1.085856474E7	9016422.776	9833822.72	1.4588918909E7	1.2066173861E7	1.4304728847E7	1.1741604292E7	1.2813602333E7	753888.856	683480.837	699149.728	1000611.111	836696.496	985364.698	822159.65	886626.511	5.188	5.199	5.202	5.182	5.179	5.194	5.192	5.204	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2402	2403	2390	2416	2408	2408	2398	2407	MS2	MS2	MS2	MS2	MS2	MS2	MS2	MS2	508.33932	508.339348	508.339488	508.339749	508.339502	508.339589	508.339557	508.339637	5.192073094076384	5.192073094076384	5.192073094076384	5.192073094076384	5.192073094076384	5.192073094076384	5.192073094076384	5.192073094076384	700566.4375	616693.4375	648868.3125	995735.875	818483.9375	897557.9375	804214.4375	882143.375	1	1	1	1	1	1	1	1	-4.4847000003755966E-4	-4.2047000005140944E-4	-2.8047000000697153E-4	-1.9470000040655577E-5	-2.6647000004231813E-4	-1.7947000003459834E-4	-2.1147000001064953E-4	-1.3147000004209985E-4	-0.8822247236566945	-0.8271434190422532	-0.5517369867648019	-0.03830111469670874	-0.5241963519586822	-0.3530510120775321	-0.41600101528516814	-0.25862602207029545	23.534401238034647	21.0726535657782	17.116435694682224	21.557317616103823	33.58009641518433	29.25465092473554	29.481744030100963	21.919706236083602	1.3352255658608945	1.2081177557830003	1.289331538004908	1.515828415003778	1.3204304083994591	1.2816426761240751	1.0004256457030198	1.4644928906583736	
PE(8:0e/12:2)+H	PE	(8:0e/12:2)	(8:0e)	(12:2)		506.3241184700001	C25 H49 O7 N1 P1	1.22658504967495	0.8968924827025595	1.1612045435931388	0.8300361798597033	1065020.6013000086	-484637.5796999959	109888.18999999994	-115859.12000000011	4700312.764799996	5765333.366100005	4215675.1851	681669.31	791557.5	565810.19	3.2156053216442717	3.2156053216442717	3.2156053216442717	1195221.619	4215675.1851	972513.221	5765333.366100005	856907.715	830438.005	638248.197	4700312.764799996	67622.806	565810.19	56213.643	791557.5	69707.394	80311.629	55515.121	681669.31	1195221.619	4215675.1851	972513.221	5765333.366100005	856907.715	830438.005	638248.197	4700312.764799996	67622.806	565810.19	56213.643	791557.5	69707.394	80311.629	55515.121	681669.31	3.235	3.429	3.132	3.425	3.253	3.252	3.116	3.428	0.141	0.0	0.12	0.0	0.094	0.078	0.095	0.0	0.136	0.0	0.151	0.0	0.098	0.084	0.085	0.0	0.73	1.0	0.71	1.0	0.78	0.71	0.73	1.0					1569	1584	1630						MS2	MS2	MS2						506.323457	506.323538	506.324218						3.2156053216442717	3.2156053216442717	3.2156053216442717						259781.390625	319463.28125	597406.625		1	1	1	1	1	1	1	1					-6.614700000682205E-4	-5.804700001021956E-4	9.952999988627198E-5						-1.3064164306723318	-1.1464396333193256	0.1965734375752184						27.37759902797119	15.745116146148453	17.78731875198764						0.050073719330734345	0.01200779219942305	0.18894806755118188		
PE(8:0e/12:2)+H	PE	(8:0e/12:2)	(8:0e)	(12:2)		506.3241184700001	C25 H49 O7 N1 P1	1.019770156443224	0.6853107138671951	1.1943059622856145	0.9289133985836249	275354.3230000008	-4382922.086999999	162765.92799999996	-59547.71799999999	1.3927776636E7	1.4203130959E7	9544854.549	837678.505	1000444.433	778130.787	3.541169306801014	3.541169306801014	3.541169306801014	9360085.524	9544854.549	8537722.471	1.1483772827E7	1.1484637882E7	1.4203130959E7	1.3927776636E7	1.2695247342E7	778130.787	653869.505	736828.323	1000444.433	727029.721	849655.097	725783.289	837678.505	9360085.524	9544854.549	8537722.471	1.1483772827E7	1.1484637882E7	1.4203130959E7	1.3927776636E7	1.2695247342E7	778130.787	653869.505	736828.323	1000444.433	727029.721	849655.097	725783.289	837678.505	3.543	3.536	3.544	3.533	3.54	3.538	3.538	3.555	0.0	0.165	0.0	0.0	0.177	0.192	0.234	0.0	0.0	0.064	0.0	0.0	0.071	0.07	0.067	0.0	1.0	0.74	1.0	1.0	0.78	0.71	0.65	1.0	1638	1633	1564	1637	1629	1645		1631	MS2	MS2	MS2	MS2	MS2	MS2		MS2	506.323652	506.323582	506.323177	506.323973	506.32387	506.323968		506.323954	3.541169306801014	3.541169306801014	3.541169306801014	3.541169306801014	3.541169306801014	3.541169306801014		3.541169306801014	576285.5	538085.5625	247553.21875	817297.75	598810.125	735761.4375		653153.125	1	1	1	1	1	1	1	1	-4.6647000010580086E-4	-5.364700000995981E-4	-9.41470000100253E-4	-1.4547000006359667E-4	-2.4847000008776376E-4	-1.504700001078163E-4		-1.644700000724697E-4	-0.9212871903367815	-1.0595386783917302	-1.8594230383234733	-0.2873058559834683	-0.49073280093648447	-0.29718094857233895		-0.32483120854441516	22.0687911105792	20.140753844045765	19.077569324500743	17.244541160562633	9.311104325771502	20.800440402157964		17.999723221271164	0.18531216798188632	0.022849052117908553	0.009775559326129724	0.32163309425554143	0.08095228066926552	0.14613379219942324		0.2645916687168466	
PE(8:0e/12:3)+H	PE	(8:0e/12:3)	(8:0e)	(12:3)		504.30846847000004	C25 H47 O7 N1 P1	1.14785524072003	0.960669908092763	1.245108675576172	1.066745267605916	1528748.2980000004	-406653.2289999984	134929.77800000005	36742.576	1.0339493484E7	1.1868241782E7	9932840.255	550489.605	685419.383	587232.181	2.597124894274816	2.597124894274816	2.597124894274816	9932840.255	9580622.971	8015655.092	1.0466098408E7	1.1066961681E7	1.1868241782E7	7062107.704	1.0339493484E7	503526.258	523315.073	587232.181	685419.383	507607.14	640606.677	544895.6	550489.605	9932840.255	9580622.971	8015655.092	1.0466098408E7	1.1066961681E7	1.1868241782E7	7062107.704	1.0339493484E7	503526.258	523315.073	587232.181	685419.383	507607.14	640606.677	544895.6	550489.605	2.579	2.59	2.642	2.633	2.574	2.577	2.629	2.589	0.127	0.113	0.0	0.151	0.127	0.114	0.0	0.116	0.182	0.174	0.0	0.088	0.214	0.176	0.0	0.179	0.82	0.8	1.0	0.86	0.8	0.82	1.0	0.82	1189	1184		1135	1181	1123	1173	1187	MS2	MS2		MS2	MS2	MS2	MS2	MS2	504.306324	504.306509		504.306678	504.306374	504.306855	504.306612	504.306382	2.597124894274816	2.597124894274816		2.597124894274816	2.597124894274816	2.597124894274816	2.597124894274816	2.597124894274816	460112.4375	436265.125		508182.3125	501191.65625	244246.84375	377115.96875	404604.875	1	1	1	1	1	1	1	1	-0.0021444700000188277	-0.0019594700000311605		-0.0017904700000599405	-0.0020944700000313787	-0.0016134700000520752	-0.0018564700000638368	-0.002086470000051577	-4.2523116713846845	-3.885470113442932		-3.550355628214322	-4.153165277850779	-3.199377976127796	-3.6812287140892184	-4.137301856745865	16.980769646066992	13.321856542789385		21.374655218496297	15.460990244735859	20.097350633025115	16.651036852108223	17.383548881323332	0.2521807708827484	0.4345166666088103		0.2427934269838503	0.4008057550197863	0.4381514178516914	0.6810724906697851	0.19313849174915854	
PE(8:0e/12:3)+H	PE	(8:0e/12:3)	(8:0e)	(12:3)		504.30846847000004	C25 H47 O7 N1 P1	1.1201582992434775	1.028933980527977	1.139874138920889	1.1330312930018547	810007.7110000001	195048.92700000014	70271.62700000004	66833.837	6741171.572	7551179.283	6936220.499	502391.847	572663.474	569225.684	4.523969878386583	4.523969878386583	4.523969878386583	6936220.499	5208346.415	5271173.673	7551179.283	6020482.894	6854661.27	6741171.572	5846897.504	569225.684	390981.495	408334.049	572663.474	461804.766	518418.584	502391.847	461194.099	6936220.499	5208346.415	5271173.673	7551179.283	6020482.894	6854661.27	6741171.572	5846897.504	569225.684	390981.495	408334.049	572663.474	461804.766	518418.584	502391.847	461194.099	4.516	4.501	4.504	4.507	4.519	4.522	4.533	4.504	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2085						2071		MS2						MS2		504.305585						504.30593		4.523969878386583						4.523969878386583		491933.6875						386344.34375		1	1	1	1	1	1	1	1	-0.002883470000028865						-0.002538470000047255		-5.717697660834287						-5.033585940530897		5.9975884146503065						5.304565997031372		1.6349972291172516						1.2100675093302153		
PE(8:0e/12:3)+H	PE	(8:0e/12:3)	(8:0e)	(12:3)		504.30846847000004	C25 H47 O7 N1 P1	1.274610353121172	0.9501887713250449	1.1358288367270868	1.0038914122870357	2.0692040173999995E7	-3753303.300999999	715492.9450000003	20498.430999999866	7.535054647E7	9.6042586644E7	7.1597243169E7	5267607.102	5983100.047	5288105.533	4.9839920071126	4.9839920071126	4.9839920071126	7.1597243169E7	6.7814152412E7	5.4125258263E7	7.9212681784E7	7.3107318204E7	9.6042586644E7	7.3779491387E7	7.535054647E7	5288105.533	4972235.237	3186838.373	5983100.047	5332663.347	5465133.577	5024775.672	5267607.102	7.1597243169E7	6.7814152412E7	5.4125258263E7	7.9212681784E7	7.3107318204E7	9.6042586644E7	7.3779491387E7	7.535054647E7	5288105.533	4972235.237	3186838.373	5983100.047	5332663.347	5465133.577	5024775.672	5267607.102	4.981	4.984	4.968	4.99	4.983	4.977	4.975	4.997	0.0	0.0	0.161	0.0	0.0	0.183	0.0	0.0	0.0	0.0	0.105	0.0	0.0	0.092	0.0	0.0	1.0	1.0	0.81	1.0	1.0	0.75	1.0	1.0	2223	2341		2292	2333	2286	2275	2345	MS2	MS2		MS2	MS2	MS2	MS2	MS2	504.304665	504.304497		504.304435	504.304645	504.304515	504.304802	504.304628	4.9839920071126	4.9839920071126		4.9839920071126	4.9839920071126	4.9839920071126	4.9839920071126	4.9839920071126	259506.859375	3371387.25		5029995.0	3869020.5	4575665.0	4313167.5	2927473.25	1	1	1	1	1	1	1	1	-0.0038034700000366684	-0.003971470000010413		-0.004033470000024408	-0.0038234700000430166	-0.003953470000055859	-0.0036664700000414996	-0.003840470000056939	-7.542000157827851	-7.875134375934294		-7.998076822067466	-7.581658981696699	-7.839441413462381	-7.270337298995977	-7.615368984475372	7.776491896224309	15.525014108369128		20.46053925343226	16.25568962967755	25.46611625859865	10.617926815990243	15.407939932535061	1.9229462291172519	1.99861333339119		2.1880695730161497	2.034745244980214	2.008977582148309	1.6439725093302147	2.2593325082508415	
PE(8:0e/12:4)+H	PE	(8:0e/12:4)	(8:0e)	(12:4)		502.2928184700001	C25 H45 O7 N1 P1	2.0524516671180044	1.7407008498712502	1.8145846037013693	1.5266197477091998	1.06757381976E8	7.5134361064E7	7045889.534	4555088.019000001	1.01436850082E8	2.08194232058E8	1.76571211146E8	8649671.872	1.5695561406E7	1.3204759891E7	2.1071230360903166	2.1071230360903166	2.1071230360903166	1.76571211146E8	6.95880717E7	1.64430646896E8	2.08194232058E8	1.57480024501E8	8.3971386372E7	1.01436850082E8	6.8168367494E7	1.3204759891E7	9173080.271	1.1477601042E7	1.5695561406E7	1.1647300119E7	9994971.703	6832309.256	8649671.872	1.76571211146E8	6.95880717E7	1.64430646896E8	2.08194232058E8	1.57480024501E8	8.3971386372E7	1.01436850082E8	6.8168367494E7	1.3204759891E7	9173080.271	1.1477601042E7	1.5695561406E7	1.1647300119E7	9994971.703	6832309.256	8649671.872	2.198	2.045	2.198	2.209	2.208	2.024	2.011	2.056	0.0	0.0	0.0	0.0	0.0	0.0	0.166	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.067	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.75	1.0	931	887	923	888	938	996	956	882	MS2	MS2	MS2	MS2	MS2	MS2	MS2	MS2	502.291211	502.291464	502.29153	502.291562	502.291549	502.291668	502.291924	502.291167	2.1071230360903166	2.1071230360903166	2.1071230360903166	2.1071230360903166	2.1071230360903166	2.1071230360903166	2.1071230360903166	2.1071230360903166	8885333.0	1935459.375	7715139.0	1999811.625	7437399.0	1.2724611E7	5887687.5	1102812.5	1	1	1	1	1	1	1	1	-0.0016074700001240672	-0.0013544700000807097	-0.0012884700000768134	-0.0012564700001007623	-0.0012694700001247838	-0.0011504700000841694	-8.944700001052297E-4	-0.0016514700001266647	-3.200271494854295	-2.696578815295838	-2.565180808440438	-2.501472696385738	-2.5273541159961472	-2.290439632992912	-1.7807752435545536	-3.2878702735204253	28.47466517514486	29.48864836030931	28.31312378327498	29.185917536981854	29.283168386507512	19.788626305697655	22.724797322171575	33.817128520310405	0.4027553459658484	0.6709846753597852	0.5012297204416374	0.38747825680854353	0.5489162056586889	0.30949263927668236	0.7731795630676124	0.4725490347249821	
PE(8:0e/12:4)+H	PE	(8:0e/12:4)	(8:0e)	(12:4)		502.2928184700001	C25 H45 O7 N1 P1	1.1144400014931335	0.8402507098485871	1.1922623423759717	0.916821672823048	3235488.147	-4516488.360999998	383627.62499999977	-165968.56000000006	2.827235324E7	3.1507841387E7	2.3755864879E7	1995334.189	2378961.814	1829365.629	3.222891795229318	3.222891795229318	3.222891795229318	2.297540007E7	2.3523675177E7	2.3755864879E7	3.1507841387E7	2.4561539459E7	3.0751473482E7	2.3649502056E7	2.827235324E7	1829365.629	1689872.017	1771353.402	2378961.814	1878736.861	2203128.318	1901961.143	1995334.189	2.297540007E7	2.3523675177E7	2.3755864879E7	3.1507841387E7	2.4561539459E7	3.0751473482E7	2.3649502056E7	2.827235324E7	1829365.629	1689872.017	1771353.402	2378961.814	1878736.861	2203128.318	1901961.143	1995334.189	3.225	3.228	3.223	3.214	3.204	3.232	3.228	3.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1495	1540	1481	1504	1485	1490	1477	1536	MS2	MS2	MS2	MS2	MS2	MS2	MS2	MS2	502.289037	502.288984	502.28894	502.289198	502.288991	502.289048	502.289301	502.289308	3.222891795229318	3.222891795229318	3.222891795229318	3.222891795229318	3.222891795229318	3.222891795229318	3.222891795229318	3.222891795229318	1500903.25	851432.0	1429038.0	2272569.25	1626740.375	1602967.5	1267113.25	1141298.25	1	1	1	1	1	1	1	1	-0.003781470000092213	-0.0038344700000720877	-0.0038784700000746852	-0.003620470000100795	-0.003827470000089761	-0.0037704700001199853	-0.003517470000076628	-0.003510470000094301	-7.528465867159332	-7.633983493062477	-7.721583048503388	-7.20793132870483	-7.6200472016024525	-7.506565985375309	-7.002868967724464	-6.9889326938550935	19.106919913974284	9.188754103456313	14.114817659607153	21.901975999932525	20.30212600948952	25.73460618610791	21.36112024510208	24.86175879033902	0.7238476540341514	0.6508023246402148	0.630168279558363	0.8435577431914565	0.5547757943413112	0.6656743607233175	0.27233643693238774	0.868610965275018	
PE(8:0p/12:4)+H	PE	(8:0p/12:4)	(8:0p)	(12:4)		500.27716847000005	C25 H43 O7 N1 P1	1.2337577241130726	1.4647697346856507	1.350187182135355	1.4965068564520279	576904.2710000002	1147032.236	105197.701	149152.74599999998	2467958.11	3044862.381	3614990.346	300404.202	405601.903	449556.948	2.332624457916144	2.332624457916144	2.332624457916144	3614990.346	3435264.652	2512932.075	3001190.26	2632388.482	3044862.381	2467958.11	2246469.603	449556.948	425359.119	294560.63	405601.903	301683.585	349296.19	300404.202	283452.826	3614990.346	3435264.652	2512932.075	3001190.26	2632388.482	3044862.381	2467958.11	2246469.603	449556.948	425359.119	294560.63	405601.903	301683.585	349296.19	300404.202	283452.826	2.337	2.328	2.32	2.325	2.325	2.326	2.318	2.333	0.0	0.0	0.068	0.063	0.071	0.07	0.064	0.062	0.0	0.0	0.066	0.052	0.065	0.066	0.065	0.063	1.0	1.0	0.93	0.89	0.92	0.88	0.94	0.93	1039	1035							MS2	MS2							500.273577	500.27372							2.332624457916144	2.332624457916144							312997.6875	298365.96875							1	1	1	1	1	1	1	1	-0.003591470000060326	-0.0034484700000234625							-7.179004103511158	-6.893158846958901							7.585373462186833	12.48582217764036							0.16483959430100015	0.01166061464844903							
PE(10:0e/11:3)+H	PE	(10:0e/11:3)	(10:0e)	(11:3)		518.3241184700001	C26 H49 O7 N1 P1	1.2559482645218383	1.0161170475883123	1.1457553984499176	1.0572387040808187	2.0405243000699997E8	1.284916985500002E7	9130347.273999996	3585522.398000002	7.97240920497E8	1.001293350504E9	8.10090090352E8	6.2641571915E7	7.1771919189E7	6.6227094313E7	2.8542064218585357	2.8542064218585357	2.8542064218585357	8.10090090352E8	4.75271029582E8	5.18586659675E8	1.001293350504E9	7.77679808568E8	9.20508257941E8	7.97240920497E8	5.45279180686E8	6.6227094313E7	3.870099646E7	4.1348961758E7	7.1771919189E7	6.0442493266E7	6.7972276374E7	6.2641571915E7	4.7593287471E7	8.10090090352E8	4.75271029582E8	5.18586659675E8	1.001293350504E9	7.77679808568E8	9.20508257941E8	7.97240920497E8	5.45279180686E8	6.6227094313E7	3.870099646E7	4.1348961758E7	7.1771919189E7	6.0442493266E7	6.7972276374E7	6.2641571915E7	4.7593287471E7	2.876	2.867	2.861	2.829	2.837	2.876	2.853	2.822	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1158			1155	1154	1162	1142		MS2			MS2	MS2	MS2	MS2		518.320169			518.320488	518.320598	518.320409	518.320771		2.8542064218585357			2.8542064218585357	2.8542064218585357	2.8542064218585357	2.8542064218585357		1539239.125			2160998.25	1395211.25	1873030.625	1223288.625		1	1	1	1	1	1	1	1	-0.0039494700001796446			-0.0036304700001892343	-0.003520470000125897	-0.0037094700001034653	-0.0033474700001079327		-7.61974172863552			-7.004288354750399	-6.792063228935104	-7.156704636795946	-6.458291168002369		5.100924176580631			6.397553424271304	6.623232011870525	5.797877120645319	6.518258950543543		0.6549225427344347			0.5217362554056657	0.7674667882215105	0.6910224307256447	1.0610620284483616		
PE(8:0e/14:3)+H	PE	(8:0e/14:3)	(8:0e)	(14:3)		532.3397684700001	C27 H51 O7 N1 P1	1.1482585306618955	0.8741002865679217	1.0836256383439984	0.8044839170241385	384788.75	-326758.89300000016	21373.045999999973	-49970.013000000006	2595390.284	2980179.034	2268631.391	255580.064	276953.11	205610.051	4.033461173908015	4.033461173908015	4.033461173908015	2268631.391	1926666.565	1898261.819	2980179.034	2283356.265	2854422.656	2233323.002	2595390.284	205610.051	182937.643	178545.953	275539.264	219095.407	276953.11	223758.522	255580.064	2268631.391	1926666.565	1898261.819	2980179.034	2283356.265	2854422.656	2233323.002	2595390.284	205610.051	182937.643	178545.953	275539.264	219095.407	276953.11	223758.522	255580.064	4.015	4.02	3.903	4.029	4.027	4.028	4.02	4.039	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0					1807			1872					MS2			MS2					532.339489			532.339725					4.033461173908015			4.033461173908015					162416.390625			242393.75	1	1	1	1	1	1	1	1					-2.794700001231831E-4			-4.347000003690482E-5					-0.5249839959810155			-0.08165829676693637					6.714031973753562			10.905846069083056					0.24753371478845354			0.5538223986048698	
PE(8:0e/14:4)+H	PE	(8:0e/14:4)	(8:0e)	(14:4)		530.3241184700001	C27 H49 O7 N1 P1	1.598955393591219	1.0100829122917743	1.1156681620876228	1.0230002633622857	1.6667949756000005E7	280590.97100000083	234486.87899999996	46627.00499999989	2.7828365742E7	4.4496315498E7	2.8108956713E7	2027237.874	2261724.753	2073864.879	3.0621200112346574	3.0621200112346574	3.0621200112346574	2.8108956713E7	2.4288974161E7	2.4274825389E7	4.4496315498E7	2.5770919812E7	3.0353961797E7	2.4250509796E7	2.7828365742E7	2073864.879	1878503.489	1835432.846	2261724.753	1838181.648	2094548.164	1991599.182	2027237.874	2.8108956713E7	2.4288974161E7	2.4274825389E7	4.4496315498E7	2.5770919812E7	3.0353961797E7	2.4250509796E7	2.7828365742E7	2073864.879	1878503.489	1835432.846	2261724.753	1838181.648	2094548.164	1991599.182	2027237.874	3.071	3.064	3.07	3.012	3.085	3.056	3.075	3.073	0.0	0.0	0.0	0.128	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.74	1.0	1.0	1.0	1.0	1348	1448	1428	1421	1373	1415	1404	1374	MS2	MS2	MS2	MS2	MS2	MS2	MS2	MS2	530.322401	530.321647	530.321807	530.321795	530.321913	530.321977	530.322152	530.322169	3.0621200112346574	3.0621200112346574	3.0621200112346574	3.0621200112346574	3.0621200112346574	3.0621200112346574	3.0621200112346574	3.0621200112346574	958260.5	1469665.875	1792857.75	1945150.25	1738209.125	1513208.125	1309822.125	1599571.5	1	1	1	1	1	1	1	1	-0.001717470000130561	-0.00247147000015957	-0.002311470000108784	-0.0023234700001921738	-0.0022054700001490346	-0.0021414700001969322	-0.0019664700001840174	-0.0019494700001132514	-3.2385360687344815	-4.660317861464581	-4.358613164249354	-4.3812410103756765	-4.158733902739424	-4.038052123199491	-3.70806303071459	-3.676006958919257	27.989490607417697	27.548059865477413	24.435304279411742	37.01160022143036	25.75661560313421	23.538547650870196	25.757256386446315	24.09153946126279	0.18748370285799743	0.15368398897035407	0.07594006839318146	0.08405590105032434	0.25405878679894256	0.1052335055494309	0.4563776671732396	0.05840418681504822	
